suffix	address	qword	static_length	bytes
1779	0x140a29e10	1	0	
1780	0x140a29e20	1	0	
1781	0x140a29e30	1	0	
1783	0x140a29e40	5	0	
1785	0x140a29e50	4611686018427387909	5	) << 
1786	0x140a29e60	5	0	
1787	0x140a29e70	1	0	
1788	0x140a29e80	2	0	
1789	0x140a29e90	0	0	
1791	0x140a29ea0	1	0	
1792	0x140a29eb0	1	0	
1793	0x140a29ec0	1	0	
1795	0x140a29ed0	5	0	
1797	0x140a29ee0	5	0	
1798	0x140a29ef0	1	0	
1799	0x140a29f00	4611686018427387909	5	) |((
1800	0x140a29f10	5	0	
1802	0x140a29f20	5	0	
1803	0x140a29f30	1	0	
1804	0x140a29f40	4611686018427387910	6	) | ((
1805	0x140a29f50	6	0	
1807	0x140a29f60	5	0	
1808	0x140a29f70	1	0	
1809	0x140a29f80	2	0	
1810	0x140a29f90	0	0	
1812	0x140a29fa0	1	0	
1813	0x140a29fb0	1	0	
1814	0x140a29fc0	1	0	
1816	0x140a29fd0	5	0	
1818	0x140a29fe0	5	0	
1819	0x140a29ff0	5	0	
1821	0x140a2a000	5	0	
1822	0x140a2a010	6	0	
1824	0x140a2a020	5	0	
1825	0x140a2a030	6	0	
1827	0x140a2a040	5	0	
1828	0x140a2a050	6	0	
1830	0x140a2a060	5	0	
1831	0x140a2a070	6	0	
1833	0x140a2a080	5	0	
1834	0x140a2a090	6	0	
1836	0x140a2a0a0	5	0	
1837	0x140a2a0b0	2	0	
1838	0x140a2a0c0	0	0	
1840	0x140a2a0d0	1	0	
1842	0x140a2a0e0	3	0	
1844	0x140a2a0f0	7	0	
1850	0x140a2a100	1	0	
1852	0x140a2a110	1	0	
1854	0x140a2a120	3	0	
1856	0x140a2a130	4611686018427387912	8	 == 1 {\n
1857	0x140a2a150	8	0	
1863	0x140a2a160	4611686018427387913	9	} else {\n
1864	0x140a2a180	9	0	
1867	0x140a2a190	1	0	
1868	0x140a2a1a0	4611686018427387909	5	 + 1)
1869	0x140a2a1b0	5	0	
1872	0x140a2a1c0	1	0	
1874	0x140a2a1d0	3	0	
1876	0x140a2a1e0	0	0	
1878	0x140a2a1f0	3	0	
1880	0x140a2a200	0	0	
1882	0x140a2a210	1	0	
1884	0x140a2a220	1	0	
1886	0x140a2a230	0	0	
1890	0x140a2a240	0	0	
1892	0x140a2a250	2	0	
1893	0x140a2a260	2	0	
1895	0x140a2a270	4	0	
1896	0x140a2a280	2	0	
1897	0x140a2a290	0	0	
1899	0x140a2a2a0	2	0	
1900	0x140a2a2b0	2	0	
1902	0x140a2a2c0	5	0	
1903	0x140a2a2d0	1	0	
1904	0x140a2a2e0	0	0	
1906	0x140a2a2f0	1	0	
1907	0x140a2a300	1	0	
1908	0x140a2a310	1	0	
1910	0x140a2a320	5	0	
1912	0x140a2a330	5	0	
1913	0x140a2a340	2	0	
1914	0x140a2a350	0	0	
1916	0x140a2a360	1	0	
1917	0x140a2a370	1	0	
1918	0x140a2a380	1	0	
1920	0x140a2a390	5	0	
1922	0x140a2a3a0	5	0	
1923	0x140a2a3b0	6	0	
1925	0x140a2a3c0	5	0	
1926	0x140a2a3d0	6	0	
1928	0x140a2a3e0	5	0	
1929	0x140a2a3f0	2	0	
1930	0x140a2a400	0	0	
1932	0x140a2a410	1	0	
1933	0x140a2a420	1	0	
1934	0x140a2a430	1	0	
1936	0x140a2a440	5	0	
1938	0x140a2a450	5	0	
1939	0x140a2a460	6	0	
1941	0x140a2a470	5	0	
1942	0x140a2a480	6	0	
1944	0x140a2a490	5	0	
1945	0x140a2a4a0	6	0	
1947	0x140a2a4b0	5	0	
1948	0x140a2a4c0	6	0	
1950	0x140a2a4d0	5	0	
1951	0x140a2a4e0	6	0	
1953	0x140a2a4f0	5	0	
1954	0x140a2a500	6	0	
1956	0x140a2a510	5	0	
1957	0x140a2a520	2	0	
1958	0x140a2a530	0	0	
1961	0x140a2a540	0	0	
1963	0x140a2a560	4611686018427387983	79	D:\\TuringComplete_Phu\\model\\simulation\\code_gen.nim(1194, 11) `property != ""` 
1964	0x140a2a5c0	79	0	
1965	0x140a2a5d0	7	0	
1966	0x140a2a5e0	4	0	
1967	0x140a2a5f0	3	0	
1970	0x140a2a600	13	0	
1972	0x140a2a610	13	0	
1973	0x140a2a620	4611686018427387920	16	_enabled = Bool 
1974	0x140a2a640	16	0	
1976	0x140a2a650	7	0	
1977	0x140a2a660	4611686018427387911	7	result_
1978	0x140a2a670	7	0	
1979	0x140a2a680	4	0	
1980	0x140a2a690	3	0	
1983	0x140a2a6a0	4	0	
1984	0x140a2a6b0	4611686018427387908	4	 = U
1985	0x140a2a6c0	4	0	
1986	0x140a2a6d0	2	0	
1988	0x140a2a6e0	3	0	
1989	0x140a2a6f0	7	0	
1992	0x140a2a700	4	0	
1993	0x140a2a720	4611686018427387921	17	 arch_get_input()
1994	0x140a2a740	17	0	
1996	0x140a2a750	26	0	
1997	0x140a2a760	2	0	
1998	0x140a2a770	1	0	
2001	0x140a2a780	1	0	
2003	0x140a2a790	10	0	
2004	0x140a2a7a0	23	0	
2005	0x140a2a7b0	1	0	
2008	0x140a2a7c0	1	0	
2009	0x140a2a7d0	4611686018427387918	14	.level_output.
2010	0x140a2a7f0	14	0	
2011	0x140a2a800	3	0	
2012	0x140a2a810	2	0	
2014	0x140a2a820	1	0	
2016	0x140a2a830	14	0	
2017	0x140a2a840	4611686018427387912	8	_is_z = 
2018	0x140a2a860	8	0	
2019	0x140a2a870	4611686018427387908	4	true
2020	0x140a2a880	4	0	
2021	0x140a2a890	4611686018427387909	5	false
2022	0x140a2a8a0	5	0	
2023	0x140a2a8b0	4	0	
2024	0x140a2a8c0	5	0	
2025	0x140a2a8d0	4611686018427387906	2	!z
2026	0x140a2a8e0	2	0	
2030	0x140a2a8f0	1	0	
2031	0x140a2a900	14	0	
2032	0x140a2a910	3	0	
2033	0x140a2a920	2	0	
2035	0x140a2a930	4611686018427387909	5	) | (
2036	0x140a2a940	5	0	
2037	0x140a2a950	1	0	
2039	0x140a2a960	4611686018427387910	6	 << 1)
2040	0x140a2a970	6	0	
2042	0x140a2a980	14	0	
2043	0x140a2a990	8	0	
2045	0x140a2a9a0	4611686018427387908	4	 || 
2046	0x140a2a9b0	4	0	
2049	0x140a2a9c0	1	0	
2050	0x140a2a9d0	14	0	
2051	0x140a2a9e0	3	0	
2052	0x140a2a9f0	2	0	
2054	0x140a2aa00	5	0	
2055	0x140a2aa10	1	0	
2057	0x140a2aa20	4611686018427387914	10	 << 1) | (
2058	0x140a2aa40	10	0	
2059	0x140a2aa50	1	0	
2061	0x140a2aa60	4611686018427387910	6	 << 2)
2062	0x140a2aa70	6	0	
2064	0x140a2aa80	14	0	
2065	0x140a2aa90	8	0	
2067	0x140a2aaa0	4	0	
2069	0x140a2aab0	4	0	
2072	0x140a2aac0	1	0	
2073	0x140a2aad0	14	0	
2074	0x140a2aae0	3	0	
2075	0x140a2aaf0	2	0	
2077	0x140a2ab00	5	0	
2078	0x140a2ab10	1	0	
2080	0x140a2ab20	10	0	
2081	0x140a2ab30	1	0	
2083	0x140a2ab40	4611686018427387914	10	 << 2) | (
2084	0x140a2ab60	10	0	
2085	0x140a2ab70	1	0	
2087	0x140a2ab80	4611686018427387910	6	 << 3)
2088	0x140a2ab90	6	0	
2090	0x140a2aba0	14	0	
2091	0x140a2abb0	8	0	
2093	0x140a2abc0	4	0	
2095	0x140a2abd0	4	0	
2097	0x140a2abe0	4	0	
2100	0x140a2abf0	1	0	
2101	0x140a2ac00	14	0	
2102	0x140a2ac10	3	0	
2103	0x140a2ac20	2	0	
2105	0x140a2ac30	5	0	
2106	0x140a2ac40	1	0	
2108	0x140a2ac50	10	0	
2109	0x140a2ac60	1	0	
2111	0x140a2ac70	10	0	
2112	0x140a2ac80	1	0	
2114	0x140a2ac90	4611686018427387914	10	 << 3) | (
2115	0x140a2acb0	10	0	
2116	0x140a2acc0	1	0	
2118	0x140a2acd0	4611686018427387914	10	 << 4) | (
2119	0x140a2acf0	10	0	
2120	0x140a2ad00	1	0	
2122	0x140a2ad10	4611686018427387914	10	 << 5) | (
2123	0x140a2ad30	10	0	
2124	0x140a2ad40	1	0	
2126	0x140a2ad50	4611686018427387914	10	 << 6) | (
2127	0x140a2ad70	10	0	
2128	0x140a2ad80	1	0	
2130	0x140a2ad90	4611686018427387910	6	 << 7)
2131	0x140a2ada0	6	0	
2133	0x140a2adb0	14	0	
2134	0x140a2adc0	8	0	
2136	0x140a2add0	4	0	
2138	0x140a2ade0	4	0	
2140	0x140a2adf0	4	0	
2142	0x140a2ae00	4	0	
2144	0x140a2ae10	4	0	
2146	0x140a2ae20	4	0	
2148	0x140a2ae30	4	0	
2151	0x140a2ae40	14	0	
2152	0x140a2ae50	4611686018427387911	7	 = (U3 
2153	0x140a2ae60	7	0	
2155	0x140a2ae70	4611686018427387912	8	) + (U3 
2156	0x140a2ae90	8	0	
2158	0x140a2aea0	4611686018427387917	13	 << 1) + (U3 
2159	0x140a2aec0	13	0	
2161	0x140a2aed0	6	0	
2163	0x140a2aee0	14	0	
2164	0x140a2aef0	8	0	
2166	0x140a2af00	4	0	
2168	0x140a2af10	4	0	
2171	0x140a2af20	14	0	
2172	0x140a2af30	4	0	
2173	0x140a2af40	2	0	
2175	0x140a2af50	1	0	
2177	0x140a2af60	14	0	
2178	0x140a2af70	8	0	
2181	0x140a2af80	14	0	
2182	0x140a2af90	4	0	
2183	0x140a2afa0	2	0	
2185	0x140a2afb0	1	0	
2187	0x140a2afc0	14	0	
2188	0x140a2afd0	8	0	
2191	0x140a2afe0	14	0	
2192	0x140a2aff0	4611686018427387915	11	_enabled = 
2193	0x140a2b010	11	0	
2195	0x140a2b020	4611686018427387909	5	 == 1
2196	0x140a2b030	5	0	
2198	0x140a2b040	4611686018427387910	6	enable
2199	0x140a2b050	6	0	
2200	0x140a2b060	4	0	
2201	0x140a2b070	3	0	
2204	0x140a2b080	4611686018427387927	23	.input_replay[2] = U64 
2205	0x140a2b0a0	23	0	
2207	0x140a2b0b0	3	0	
2208	0x140a2b0c0	4611686018427387925	21	 == 1 && !.halt_run {
2209	0x140a2b0e0	21	0	
2211	0x140a2b0f0	4611686018427387911	7	    // 
2212	0x140a2b100	7	0	
2214	0x140a2b110	16	0	
2217	0x140a2b120	4611686018427387941	37	    #if in_scope(arch_check_output) {
2218	0x140a2b150	37	0	
2220	0x140a2b160	4611686018427387935	31	        var arch_output = value
2221	0x140a2b190	31	0	
2223	0x140a2b1a0	4611686018427387946	42	        .level_output.output = arch_output
2224	0x140a2b1e0	42	0	
2226	0x140a2b200	4611686018427387959	55	        let result = arch_check_output(Int arch_output)
2227	0x140a2b240	55	0	
2229	0x140a2b260	4611686018427387938	34	        handle_test_result(result)
2230	0x140a2b290	34	0	
2232	0x140a2b2a0	4611686018427387916	12	    } else {
2233	0x140a2b2c0	12	0	
2235	0x140a2b2e0	4611686018427387940	36	        .level_output.output = value
2236	0x140a2b310	36	0	
2238	0x140a2b320	5	0	
2240	0x140a2b330	1	0	
2242	0x140a2b340	4611686018427387934	30	#SIMULATION_KEYBOARD_CHARACTER
2243	0x140a2b370	30	0	
2244	0x140a2b380	4611686018427387935	31	#SIMULATION_KEYBOARD_COORDINATE
2245	0x140a2b3b0	31	0	
2246	0x140a2b3c0	1	0	
2247	0x140a2b3d0	0	0	
2249	0x140a2b3e0	1	0	
2250	0x140a2b3f0	0	0	
2252	0x140a2b400	1	0	
2253	0x140a2b410	0	0	
2255	0x140a2b420	4611686018427387915	11	read_index_
2256	0x140a2b440	11	0	
2257	0x140a2b450	4611686018427387916	12	write_index_
2258	0x140a2b470	12	0	
2259	0x140a2b480	4	0	
2260	0x140a2b490	4611686018427387919	15	 = load(<U16>, 
2261	0x140a2b4b0	15	0	
2262	0x140a2b4c0	4611686018427387920	16	 + 4096) & 0xfff
2263	0x140a2b4e0	16	0	
2265	0x140a2b4f0	4	0	
2266	0x140a2b500	15	0	
2267	0x140a2b520	4611686018427387920	16	 + 4098) & 0xfff
2268	0x140a2b540	16	0	
2270	0x140a2b560	4611686018427387921	17	let is_new_value_
2271	0x140a2b580	17	0	
2272	0x140a2b590	3	0	
2273	0x140a2b5a0	4611686018427387908	4	 != 
2274	0x140a2b5b0	4	0	
2276	0x140a2b5c0	4611686018427387920	16	if is_new_value_
2277	0x140a2b5e0	16	0	
2278	0x140a2b5f0	4611686018427387908	4	 && 
2279	0x140a2b600	4	0	
2281	0x140a2b610	7	0	
2284	0x140a2b620	4611686018427387928	24	let value = load(<U16>, 
2285	0x140a2b650	24	0	
2286	0x140a2b660	7	0	
2287	0x140a2b670	1	0	
2289	0x140a2b680	4611686018427387917	13	is_new_value_
2290	0x140a2b6a0	13	0	
2291	0x140a2b6b0	0	0	
2292	0x140a2b6c0	0	0	
2294	0x140a2b6d0	4611686018427387909	5	value
2295	0x140a2b6e0	5	0	
2296	0x140a2b6f0	0	0	
2298	0x140a2b700	4611686018427387916	12	(value >> 8)
2299	0x140a2b720	12	0	
2300	0x140a2b730	0	0	
2302	0x140a2b740	4611686018427387925	21	if value > 0 { store(
2303	0x140a2b760	21	0	
2304	0x140a2b770	4611686018427387918	14	 + 4096, U16 (
2305	0x140a2b790	14	0	
2306	0x140a2b7a0	4611686018427387912	8	 + 8)) }
2307	0x140a2b7c0	8	0	
2309	0x140a2b7d0	26	0	
2310	0x140a2b7e0	4611686018427387925	21	, ((U32 is_new_value_
2311	0x140a2b800	21	0	
2312	0x140a2b820	4611686018427387941	37	) << 16) | U32 value) // Output cache
2313	0x140a2b850	37	0	
2316	0x140a2b860	4611686018427387912	8	} else {
2317	0x140a2b880	8	0	
2320	0x140a2b890	1	0	
2321	0x140a2b8a0	4611686018427387920	16	 != load(<U16>, 
2322	0x140a2b8c0	16	0	
2323	0x140a2b8d0	4611686018427387913	9	 + 4098))
2324	0x140a2b8f0	9	0	
2325	0x140a2b900	0	0	
2327	0x140a2b910	26	0	
2328	0x140a2b920	4611686018427387923	19	, U32 is_new_value_
2329	0x140a2b940	19	0	
2330	0x140a2b950	4611686018427387911	7	 << 16)
2331	0x140a2b960	7	0	
2334	0x140a2b970	1	0	
2336	0x140a2b980	4611686018427387936	32	load(<U32>, #SIMULATION_STATE + 
2337	0x140a2b9b0	32	0	
2338	0x140a2b9c0	4611686018427387911	7	) >> 16
2339	0x140a2b9d0	7	0	
2340	0x140a2b9e0	0	0	
2342	0x140a2ba00	4611686018427387935	31	load(<U1>, #SIMULATION_STATE + 
2343	0x140a2ba30	31	0	
2344	0x140a2ba40	1	0	
2345	0x140a2ba50	0	0	
2347	0x140a2ba60	4611686018427387936	32	load(<U16>, #SIMULATION_STATE + 
2348	0x140a2ba90	32	0	
2349	0x140a2baa0	4611686018427387910	6	) >> 8
2350	0x140a2bab0	6	0	
2351	0x140a2bac0	0	0	
2353	0x140a2bad0	7	0	
2354	0x140a2bae0	4611686018427387924	20	preview_architecture
2355	0x140a2bb00	20	0	
2356	0x140a2bb10	4611686018427387911	7	foundry
2357	0x140a2bb20	7	0	
2358	0x140a2bb30	4611686018427387919	15	preview_foundry
2359	0x140a2bb50	15	0	
2360	0x140a2bb60	4611686018427388015	111	.time_component_last = max(.time_component_last, U64 last_time + U64 (.tick - ticks_at_start) * nanos_per_tick)
2361	0x140a2bbe0	111	0	
2363	0x140a2bc00	4611686018427387952	48	.time_component_last = U64 .tick * 1_000_000_000
2364	0x140a2bc40	48	0	
2366	0x140a2bc60	4611686018427387924	20	.time_component_last
2367	0x140a2bc80	20	0	
2368	0x140a2bc90	0	0	
2370	0x140a2bca0	3	0	
2372	0x140a2bcb0	7	0	
2374	0x140a2bcc0	4611686018427387919	15	    set_error(`
2375	0x140a2bce0	15	0	
2376	0x140a2bcf0	4611686018427387905	1	`
2377	0x140a2bd00	1	0	
2378	0x140a2bd10	0	0	
2379	0x140a2bd20	4611686018427387906	2	`)
2380	0x140a2bd30	2	0	
2382	0x140a2bd40	10	0	
2384	0x140a2bd50	1	0	
2386	0x140a2bd60	4611686018427387908	4	clz(
2387	0x140a2bd70	4	0	
2389	0x140a2bd80	1	0	
2390	0x140a2bd90	0	0	
2392	0x140a2bda0	4611686018427387916	12	min(clz(U64 
2393	0x140a2bdc0	12	0	
2395	0x140a2bdd0	4	0	
2397	0x140a2bde0	4611686018427387907	3	), 
2398	0x140a2bdf0	3	0	
2399	0x140a2be00	1	0	
2400	0x140a2be10	0	0	
2402	0x140a2be20	4611686018427387912	8	min(ctz(
2403	0x140a2be40	8	0	
2405	0x140a2be50	3	0	
2406	0x140a2be60	1	0	
2407	0x140a2be70	0	0	
2409	0x140a2be80	4	0	
2410	0x140a2be90	13	0	
2411	0x140a2bea0	2	0	
2413	0x140a2beb0	10	0	
2415	0x140a2bec0	1	0	
2417	0x140a2bed0	5	0	
2418	0x140a2bee0	4	0	
2419	0x140a2bef0	14	0	
2422	0x140a2bf00	148	0	
2423	0x140a2bf10	148	0	
2425	0x140a2bf20	4611686018427389569	1665	\n}\n\ndef mode_run(target_tick: Int) {\n\n    if get_setting(sim_test_result) == U64 win { return }\n    if (get_setting(sim_test_result) == U64 fail && .tick + 1 >= #TICK_PAST_FAIL) { return }\n    if get_setting(sim_short_circuit_component_id_1) != 0 { return }\n\n    var halt_run = false\n\n    var original_start_time = Time 0\n    var orig_start_tick = U64 .tick\n    var last_time = original_start_time\n\n    var burst_ticks = 1\n\n    var nanos_per_tick = U64 0\n\n    var i = 0\n    var last_target_speed = U64 0\n    var speed = U64 1\n\n    while get_command(ctl_command_id) == .last_command_id && !halt_run && target_tick > .tick {\n        i += 1\n\n        let target_speed = max(1, get_command(ctl_tick_speed_ms))\n\n        if target_speed != last_target_speed {\n\n            original_start_time = get_time()\n            orig_start_tick = U64 .tick\n            last_time = original_start_time\n\n            speed = min(U64 get_command(ctl_tick_speed_ms), 10000000000000) // Cap at 10 ghz to avoid overflow\n            last_target_speed = target_speed\n\n        }\n\n        let ticks_at_start = .tick\n        let burst_target = .tick + burst_ticks\n\n        var burst_target_tick = min(target_tick, burst_target)\n\n        def halt() {\n\n            .burst_target_tick = .tick\n            .halt_run = true\n\n        }\n\n        def handle_test_result(result: TestResult) {\n\n            if result != pass {\n\n                var res = result\n\n                halt() // Halt regardless of wether we are above '#TICK_PAST_FAIL'\n\n                set_setting(sim_test_result, max(get_setting(sim_test_result), U64 res))\n\n            }\n\n        }\n\n        while .tick < burst_target_tick {\n\n
2426	0x140a2c5b0	1665	0	
2427	0x140a2c5c0	4611686018427387966	62	            .level_input = get_input(.tick + 1)\n            \n\n
2428	0x140a2c610	62	0	
2430	0x140a2c620	4611686018427388046	142	D:\\TuringComplete_Phu\\model\\simulation\\code_gen.nim(2239, 9) `info.fast_pass_uses_left == 0` Not all bus values are resolved in the run phase 
2431	0x140a2c6c0	142	0	
2432	0x140a2c6d0	1	0	
2433	0x140a2c6e0	4611686018427388061	157	C:\\Users\\Admin\\.choosenim\\toolchains\\nim-2.2.6\\lib\\pure\\collections\\tables.nim(771, 13) `len(t) == L` the length of the table changed while iterating over it
2434	0x140a2c790	157	0	
2436	0x140a2c7a0	148	0	
2437	0x140a2c7b0	4611686018427387914	10	logic_idx_
2438	0x140a2c7d0	10	0	
2439	0x140a2c7e0	4	0	
2440	0x140a2c7f0	7	0	
2442	0x140a2c800	4611686018427387913	9	 & 0xffff
2443	0x140a2c820	9	0	
2445	0x140a2c830	4611686018427387910	6	count_
2446	0x140a2c840	6	0	
2447	0x140a2c850	4611686018427387910	6	start_
2448	0x140a2c860	6	0	
2449	0x140a2c870	4611686018427387911	7	finish_
2450	0x140a2c880	7	0	
2451	0x140a2c890	4	0	
2452	0x140a2c8a0	4611686018427387929	25	 = load(<U16>, #SETTINGS_
2453	0x140a2c8d0	25	0	
2454	0x140a2c8e0	1	0	
2456	0x140a2c8f0	4	0	
2457	0x140a2c900	4611686018427387917	13	 = #SETTINGS_
2458	0x140a2c920	13	0	
2459	0x140a2c930	4611686018427387908	4	 + 2
2460	0x140a2c940	4	0	
2462	0x140a2c950	4	0	
2463	0x140a2c960	3	0	
2464	0x140a2c970	8	0	
2465	0x140a2c980	4611686018427387909	5	 * 2)
2466	0x140a2c990	5	0	
2468	0x140a2c9a0	4611686018427387914	10	while Int 
2469	0x140a2c9c0	10	0	
2470	0x140a2c9d0	4611686018427387911	7	 < Int 
2471	0x140a2c9e0	7	0	
2472	0x140a2c9f0	2	0	
2474	0x140a2ca00	4611686018427387927	23	    if Int load(<U16>, 
2475	0x140a2ca20	23	0	
2476	0x140a2ca30	4611686018427387909	5	) == 
2477	0x140a2ca40	5	0	
2478	0x140a2ca50	2	0	
2480	0x140a2ca60	4611686018427387918	14	        halt()
2481	0x140a2ca80	14	0	
2483	0x140a2ca90	4611686018427387917	13	        break
2484	0x140a2cab0	13	0	
2486	0x140a2cac0	5	0	
2488	0x140a2cad0	4	0	
2489	0x140a2cae0	4611686018427387909	5	 += 2
2490	0x140a2caf0	5	0	
2492	0x140a2cb00	1	0	
2494	0x140a2cb10	148	0	
2495	0x140a2cb20	4611686018427387909	5	\n    
2496	0x140a2cb30	5	0	
2497	0x140a2cb40	4611686018427387927	23	\n            let index_
2498	0x140a2cb60	23	0	
2499	0x140a2cb80	4611686018427387921	17	 = (.tick + 1) * 
2500	0x140a2cba0	17	0	
2501	0x140a2cbb0	4611686018427387911	7	 * 9 + 
2502	0x140a2cbc0	7	0	
2504	0x140a2cbd0	1	0	
2505	0x140a2cbe0	4611686018427387956	52	\n            store(Ptr .output_history_pins + index_
2506	0x140a2cc20	52	0	
2507	0x140a2cc40	4611686018427387923	19	, U1 .level_output.
2508	0x140a2cc60	19	0	
2509	0x140a2cc70	4611686018427387911	7	_is_z)\n
2510	0x140a2cc80	7	0	
2511	0x140a2cc90	52	0	
2512	0x140a2cca0	4611686018427387928	24	 + 1, U64 .level_output.
2513	0x140a2ccd0	24	0	
2514	0x140a2cce0	2	0	
2515	0x140a2ccf0	148	0	
2516	0x140a2cd00	4611686018427388038	134	\n\n\n\n            let result = check_output(.tick + 1, .level_input, .level_output)\n            handle_test_result(result)\n\n            
2517	0x140a2cd90	134	0	
2518	0x140a2cda0	4611686018427388042	138	\n            if .tick + 1 >= #TICK_PAST_FAIL {\n                halt()\n                .tick = #TICK_PAST_FAIL - 2\n            }\n          
2519	0x140a2ce40	138	0	
2520	0x140a2ce60	4611686018427389253	1349	\n            .tick += 1 // Do this late as it signals to the front end that it can update\n\n        }\n\n        set_setting(sim_tick, U64 .tick)\n\n        let time_now = get_time()\n\n        let time_diff = U64 (time_now - last_time)\n\n        nanos_per_tick = time_diff / U64 burst_ticks\n\n        if time_now - last_time > 33.ms() {\n\n            // Burst took too long\n            burst_ticks = max(1, burst_ticks - 1)\n\n        } else {\n\n            // Burst was too fast\n            burst_ticks = burst_ticks + 1\n\n        }\n\n        #if in_scope(on_ui_update){\n\n            on_ui_update(.level_input, .level_output)\n\n        }\n\n        last_time = time_now\n\n\n        def get_target_tick(time_now: Time) U64 {\n            let time_diff = U64 (time_now - .original_start_time)\n            return .orig_start_tick + ((time_diff / 1000000) * .speed) / 1000000 // Double divide to prevent overflow\n        }\n\n        var run_target_tick = get_target_tick(time_now)\n\n        // Sleep any ahead of time away\n        while .tick > Int run_target_tick && get_command(ctl_command_id) == .last_command_id {\n\n            sleep(1.ms())\n            .tick -= 1\n            mode_refresh()\n            .tick += 1\n\n            run_target_tick = get_target_tick(get_time())\n\n        }\n\n    }\n\n}\n\nvar manual_input_seen = false\n\nrun_sim: while true {\n\n    reset_sim()\n\n    
2521	0x140a2d3b0	1349	0	
2522	0x140a2d3c0	1	0	
2523	0x140a2d3d0	5	0	
2524	0x140a2d3e0	4611686018427389547	1643	\n    while true {\n\n        mode_refresh()\n\n        #if in_scope(on_ui_update){\n\n            on_ui_update(.level_input, .level_output)\n\n        }\n\n        while get_command(ctl_command_id) == last_command_id {\n\n            #if in_scope(on_manual_input){\n\n                if last_level_manual_input != get_command(ctl_level_manual_input_id) {\n\n                    last_level_manual_input = get_command(ctl_level_manual_input_id)\n                    on_manual_input(Int get_command(ctl_level_manual_input))\n                    manual_input_seen = true\n\n                }\n\n            }\n\n            sleep(1.ms())\n\n        }\n\n        if manual_input_seen {\n\n            manual_input_seen = false\n            break\n\n        }\n\n        last_command_id = get_command(ctl_command_id) // Read this before the command in case of race condition\n        set_setting(sim_last_command_id, last_command_id)\n        var command = SimCommand get_command(ctl_command)\n\n        switch command\n\n            run {\n\n                var target_tick = Int get_setting(sim_target_tick)\n\n                set_setting(sim_running, U64 1)\n                mode_run(target_tick)\n                set_setting(sim_running, U64 0)\n\n            }\n\n            refresh {}\n\n            mode_reset {\n\n                var i = 0\n                while i < 1024 {\n                    input_replay[i] = ctl_input_replay_reset[i]\n                    i += 1\n                }\n\n                break\n\n            }\n\n            quit_simulation {\n\n                break run_sim // We need to break out instead of thread_exit() to make sure everything is cleaned up\n\n            }\n\n    }\n\n}\n\n
2525	0x140a2da60	1643	0	
483	0x140a2da80	18158795172534550527	0	
1509	0x140a2dac0	8	0	
2	0x140a2dae0	2254104393758672896	0	
509	0x140a2dae8	12211785271223650304	0	
